Contingency,DeviceName,DeviceType,Action
SCLBDCS8,2281 GODLEY_8 2283 AIRLIQD_ 1,LINE,OUT
SCLBDCS8,1891 DECRDOVA 2281 GODLEY_8 1,LINE,OUT
SCLBDCS8,2280 CLEBRN_N 2283 AIRLIQD_ 1,LINE,OUT
SCLCCGR9,1319 CHINAGRV 1378 COLOCITY 1,LINE,OUT
SCLCGRS8,1618 CADDO_8 1619 COLNYCRK 1,LINE,OUT
SCLCGRS8,1431 GRHAMSES 1613 BRECK_T8 1,LINE,OUT
SCLCGRS8,1619 COLNYCRK 1624 LEONSW_8 1,LINE,OUT
SCLCGRS8,1613 BRECK_T8 1618 CADDO_8 1,LINE,OUT
SCLCGRS8,1613 BRECK_T8 1614 BRECK_8 1,LINE,OUT
SCLCMGS9,1033 MRGNCRK_ 1378 COLOCITY 1,LINE,OUT
SCLECLM9,39630 TNBRAZO 39670 TNCLMNS 1,LINE,OUT
SCLECLM9,39680 TNCLEME 39685 TNCLMCA 1,LINE,OUT
SCLECLM9,39670 TNCLMNS 39680 TNCLEME 1,LINE,OUT
SCLEMAR5,7044 L_MARION 7050 L_CLEASP 1,LINE,OUT
SCLEREE9,7194 L_ROBRJR 7195 L_CLEAFO 1,LINE,OUT
SCLESMO5,6104 SMOKYHIL 60515 CLEARCR 1,LINE,OUT
SCLETE25,79630 TELPH_R 79650 CLEARFR 1,LINE,OUT
SCLEWC15,1421 WILLOWCK 60515 CLEARCR 1,LINE,OUT
SCLEWC25,1421 WILLOWCK 60515 CLEARCR 2,LINE,OUT
SCLEWS15,60515 CLEARCR 68000 WSHACK 1,LINE,OUT
SCLEWS25,60515 CLEARCR 68000 WSHACK 2,LINE,OUT
SCLEZOR5,7042 L_ZORN__ 7050 L_CLEASP 1,LINE,OUT
SCLFABR9,6214 ALBANYT1 60398 FTGRIFF 1,LINE,OUT
SCLFABR9,6211 SPILLWA2 6220 PHANPMPT 1,LINE,OUT
SCLFABR9,6208 WCTMWDT2 6212 WCTMWD12 1,LINE,OUT
SCLFABR9,6208 WCTMWDT2 6214 ALBANYT1 1,LINE,OUT
SCLFABR9,6237 ONYS2A 6243 CLFK2A 1,LINE,OUT
SCLFABR9,6215 ROBRSTAP 6221 RAINEYCR 1,LINE,OUT
SCLFABR9,6219 NUGE2A 6243 CLFK2A 1,LINE,OUT
SCLFABR9,6178 NINEMILE 6211 SPILLWA2 1,LINE,OUT
SCLFABR9,6178 NINEMILE 6210 HUB22A 1,LINE,OUT
SCLFABR9,6217 FTPHPUMP 6220 PHANPMPT 1,LINE,OUT
SCLFABR9,6215 ROBRSTAP 6245 ROBERSON 1,LINE,OUT
SCLFABR9,6215 ROBRSTAP 6220 PHANPMPT 1,LINE,OUT
SCLFABR9,6210 HUB22A 6214 ALBANYT1 1,LINE,OUT
SCLFABR9,6218 NUGENT2A 6219 NUGE2A 1,LINE,OUT
SCLFABR9,6211 SPILLWA2 6219 NUGE2A 1,LINE,OUT
SCLIOL29,37620 TNCLFTN 37630 TNCLIFT 1,LINE,OUT
SCLIOL29,37600 TNCLIFT 904688 TNCLFT 1,LINE,OUT
SCLIOL29,37470 TNOLSEN 37600 TNCLIFT 1,LINE,OUT
SCLIOL29,37620 TNCLFTN 37650 TNMERDN 1,LINE,OUT
SCLIOL29,37650 TNMERDN 37680 TNWALNT 1,LINE,OUT
SCLIOL29,37650 TNMERDN 37660 TNMERID 1,LINE,OUT
DBURAMD8,9118 PE_MB2 9151 AMD 1,LINE,OUT
DBURAMD8,9120 BURL_DB1 9175 CARSON 1,LINE,OUT
DBURBE89,7063 L_NARUNA 7064 L_LAMPAS 1,LINE,OUT
DBURBE89,7060 L_EBABSM 7063 L_NARUNA 1,LINE,OUT
DBURBE89,7097 L_BURNET 7520 L_BERTRA 1,LINE,OUT
DBURBE89,7060 L_EBABSM 7100 L_BURNET 1,LINE,OUT
DBURBUC8,7092 L_BUCHAN 7097 L_BURNET 1,LINE,OUT
DBURBUC8,7100 L_BURNET 7104 L_WIRTZ_ 1,LINE,OUT
DBUSNOR9,32869 BRYN_NO 32871 BRYN_BU 2,LINE,OUT
DBUSNOR9,32871 BRYN_BU 32875 BRYN_DS 1,LINE,OUT
DBWNBLU5,1444 BROWN_5 60040 BLF_CRK 1,LINE,OUT
DBWNBLU5,1444 BROWN_5 11406 CENTBLU 1,LINE,OUT
DBWNKLN5,1444 BROWN_5 3422 KILL_SS_ 1,LINE,OUT
DBWNKLN5,1444 BROWN_5 3422 KILL_SS_ 2,LINE,OUT
DBWNTWI5,6444 REDCREEK 76009 L_TWINB 1,LINE,OUT
DBWNTWI5,1444 BROWN_5 76009 L_TWINB 1,LINE,OUT
DBWN_TW5,1444 BROWN_5 76009 L_TWINB 1,LINE,OUT
DBWN_TW5,1444 BROWN_5 76006 L_BOWWO 1,LINE,OUT
DBW_BBP8,42180 BIGBAY_ 43130 POWELL_ 79,LINE,OUT
DBW_BBP8,42170 BAYWAY_ 43225 SEPTON_ 79,LINE,OUT
DBW_BBP8,43225 SEPTON_ 43230 SHORE__ 79,LINE,OUT
DBW_BBP8,43130 POWELL_ 43230 SHORE__ 79,LINE,OUT
DBW_BBP8,42170 BAYWAY_ 42955 TRMNAL_ 79,LINE,OUT
DBYUALK8,41205 ORION__ 41520 SYLVAN_ 79,LINE,OUT
DBYUALK8,41205 ORION__ 42160 BAYOU__ 79,LINE,OUT
DBYUALK8,40942 LAPORT7 41520 SYLVAN_ 79,LINE,OUT
DBYUALK8,40942 LAPORT7 41100 MORGPT_ 79,LINE,OUT
DBYUALK8,40160 ALKANE_ 41100 MORGPT_ 96,LINE,OUT
DBYUMRN8,40942 LAPORT7 41520 SYLVAN_ 79,LINE,OUT
DBYUMRN8,41205 ORION__ 42160 BAYOU__ 79,LINE,OUT
DBYUMRN8,41205 ORION__ 41520 SYLVAN_ 79,LINE,OUT
DBYUMRN8,42351 MCCABE_ 111162 MIRAGE 96,LINE,OUT
DBYUMRN8,40942 LAPORT7 41100 MORGPT_ 79,LINE,OUT
DBYUMRN8,40200 BIMONT_ 111162 MIRAGE 96,LINE,OUT
DBYUMRN8,42160 BAYOU__ 42351 MCCABE_ 96,LINE,OUT
DBYUSDY8,41205 ORION__ 41520 SYLVAN_ 79,LINE,OUT
DBYUSDY8,41205 ORION__ 42160 BAYOU__ 79,LINE,OUT
DBYUSDY8,40942 LAPORT7 41520 SYLVAN_ 79,LINE,OUT
DBYUSDY8,40090 SANDY__ 40160 ALKANE_ 96,LINE,OUT
DBYUSDY8,40942 LAPORT7 41100 MORGPT_ 79,LINE,OUT
DB_DAIR8,8458 B_DAVIS4 8883 RODD_FLD 1,LINE,OUT
DB_DAIR8,8517 HOLLY4B 8883 RODD_FLD 1,LINE,OUT
DB_DAIR8,8458 B_DAVIS4 8490 AIRLINE4 1,LINE,OUT
DB_DPHA8,8490 AIRLINE4 8493 PHARAOH4 1,LINE,OUT
DB_DPHA8,8458 B_DAVIS4 8492 WOOLRIDG 1,LINE,OUT
DB_DPHA8,8458 B_DAVIS4 8493 PHARAOH4 1,LINE,OUT
DB_DPHA8,8490 AIRLINE4 8492 WOOLRIDG 1,LINE,OUT
DCAGAND8,5003 ANDERSON 5054 CAGNON2_ 1,LINE,OUT
DCAGAND8,5055 CAGNON1_ 5200 HELOTES 1,LINE,OUT
DCAGBRA5,5056 CAGNON_5 5400 SPRUCE 1,LINE,OUT
DCAGBRA5,5056 CAGNON_5 5475 VON_ROSE 1,LINE,OUT
DCAGCI58,7151 L_CICO__ 7665 L_MENGCR 1,LINE,OUT
DCAGCI58,5056 CAGNON_5 7046 L_KENDAL 1,LINE,OUT
DCAGCO58,7151 L_CICO__ 7155 L_COMFOR 1,LINE,OUT
DCAGCO58,5056 CAGNON_5 7046 L_KENDAL 1,LINE,OUT
DCAGMED8,5054 CAGNON2_ 5345 PINN_RD 1,LINE,OUT
DCAGMED8,5234 HUNT_LN 5305 MEDINABS 1,LINE,OUT
DCAGTA58,5422 TALLY_RD 5430 TX_RSRCH 1,LINE,OUT
DCAGTA58,5056 CAGNON_5 7046 L_KENDAL 1,LINE,OUT
DCAGVAL8,5054 CAGNON2_ 5230 HOWARD 1,LINE,OUT
DCAGVAL8,5053 CAGNON3_ 5465 VALLEY 1,LINE,OUT
DCALBEC8,5250 KIRBY 5395 SOMMERS 1,LINE,OUT
DCALBEC8,5035 BECK_RD 5395 SOMMERS 1,LINE,OUT
DCALCAG5,5400 SPRUCE 5475 VON_ROSE 1,LINE,OUT
DCALCAG5,5056 CAGNON_5 5400 SPRUCE 1,LINE,OUT
DCALHOT8,5110 JT_DEELY 5255 LAREDO1 1,LINE,OUT
DCALHOT8,5110 JT_DEELY 5227 HOTWELLS 1,LINE,OUT
DCALKIR8,5250 KIRBY 5395 SOMMERS 1,LINE,OUT
DCALKIR8,5250 KIRBY 5410 ST_HEDWG 1,LINE,OUT
DCALLAR8,5110 JT_DEELY 5255 LAREDO1 1,LINE,OUT
DCALLAR8,5011 BALL_PRK 5227 HOTWELLS 1,LINE,OUT
DCASDEZ8,5300 MED_CTR 5455 USAA2TP 1,LINE,OUT
DCASDEZ8,5125 DEZAVALA 5452 USAA_BTP 1,LINE,OUT
DCASDEZ8,5080 CASTLE 5455 USAA2TP 1,LINE,OUT
DCASDEZ8,5170 FRED_RD 5452 USAA_BTP 1,LINE,OUT
DCASDRE8,5080 CASTLE 5455 USAA2TP 1,LINE,OUT
DCASDRE8,5300 MED_CTR 5455 USAA2TP 1,LINE,OUT
DCASDRE8,5080 CASTLE 5130 DRESDEN 1,LINE,OUT
DCASRAF8,5355 RAFTER 5430 TX_RSRCH 1,LINE,OUT
DCASRAF8,5083 CASTRVLL 8241 RZBK4A 1,LINE,OUT
DCASRAF8,5083 CASTRVLL 5355 RAFTER 1,LINE,OUT
DCASTR_8,5083 CASTRVLL 5355 RAFTER 1,LINE,OUT
DCASTR_8,5355 RAFTER 5430 TX_RSRCH 1,LINE,OUT
DCASTXR8,5083 CASTRVLL 8241 RZBK4A 1,LINE,OUT
DCA_SOE8,42291 GNO_CK_ 42611 FAIRMT9 95,LINE,OUT
DCA_SOE8,42291 GNO_CK_ 43101 PLARIS_ 95,LINE,OUT
DCA_SOE8,42611 FAIRMT9 43250 SOUTH__ 95,LINE,OUT
DCA_SOE8,40442 DEERPK9 42240 CARDIF_ 96,LINE,OUT
DCA_SOE8,40442 DEERPK9 41100 MORGPT_ 96,LINE,OUT
DCA_SOE8,42711 GENOA95 48122 GENOA_9 95,LINE,OUT
DCA_SOE8,42841 KEMAH_9 43101 PLARIS_ 95,LINE,OUT
DCA_SOE8,42010 P_H_R__ 42841 KEMAH_9 95,LINE,OUT
DCA_SOE8,42010 P_H_R__ 42013 P_H_R_7 79,LINE,OUT
DCBFBLU5,1444 BROWN_5 11406 CENTBLU 1,LINE,OUT
DCBFBLU5,11406 CENTBLU 60040 BLF_CRK 1,LINE,OUT
DCBYATK8,41330 QUANUM_ 41440 WALKER_ 85,LINE,OUT
DCBYATK8,40120 ARITEK_ 40320 CHORIN_ 87,LINE,OUT
DCBYATK8,40010 CEDARP_ 41440 WALKER_ 85,LINE,OUT
DCBYBT_8,40010 CEDARP_ 40430 DECKER_ 83,LINE,OUT
DCBYBT_8,40170 BAYTWN_ 41540 TEXAS__ 87,LINE,OUT
DCBYCBY5,40000 CEDARP_ 40005 CEDARP_ NC,LINE,OUT
DCBYCBY5,40000 CEDARP_ 40240 CENTER_ 97,LINE,OUT
DCBYCBY5,40015 CEDARP_ 40870 KENNY__ 14,LINE,OUT
DCBYCVN8,40300 CHEV___ 40500 EAGLE__ 86,LINE,OUT
DCBYCVN8,40015 CEDARP_ 40300 CHEV___ 86,LINE,OUT
DCBYDKR8,40010 CEDARP_ 40430 DECKER_ 83,LINE,OUT
DCBYDKR8,40011 CEDAR__ 40015 CEDARP_ 87,LINE,OUT
DCBYDKR8,40011 CEDAR__ 41540 TEXAS__ 87,LINE,OUT
DCBYJOR5,40000 CEDARP_ 40850 JORDAN_ 99,LINE,OUT
DCBYJOR5,40000 CEDARP_ 40255 CHAMBR_ 97,LINE,OUT
DCBYQNM8,40010 CEDARP_ 41440 WALKER_ 85,LINE,OUT
DCBYQNM8,41330 QUANUM_ 41440 WALKER_ 85,LINE,OUT
DCBYQNM8,40010 CEDARP_ 41610 TRINTY_ 03,LINE,OUT
DCBYRN28,41330 QUANUM_ 41440 WALKER_ 85,LINE,OUT
DCBYRN28,40010 CEDARP_ 41440 WALKER_ 85,LINE,OUT
DCBYRN28,40010 CEDARP_ 41500 STRANG_ 87,LINE,OUT
DCBYRNG8,40015 CEDARP_ 40171 BAYTWN_ 88,LINE,OUT
DCBYRNG8,40010 CEDARP_ 41500 STRANG_ 87,LINE,OUT
DCBYWRN8,40012 CEDAR_8 41700 WARVUE_ 84,LINE,OUT
DCBYWRN8,40015 CEDARP_ 40300 CHEV___ 86,LINE,OUT
DCBYWRN8,40012 CEDAR_8 40015 CEDARP_ 84,LINE,OUT
DCC1DUKE,8983 HECST14A 138 160193 DUK_DU 18 1,XFMR,OUT
DCC1LOST,170171 LOS_LO 18 170174 LOSTPI 345 1,XFMR,OUT
DCC1SHER,140002 SHER1_ 138 140005 PSHRM_ 19 3,XFMR,OUT
DCC1TMPL,150903 PTMPL_ 19 150907 PANDA_ 345 1,XFMR,OUT
SFLATNB8,38055 TNSALTD 38060 TNBRDRF 1,LINE,OUT
SFLATNB8,38055 TNSALTD 38056 TNSALTD 1,LINE,OUT
SFLATNB8,38045 TNIH20_ 38055 TNSALTD 1,LINE,OUT
SFLATNB8,38060 TNBRDRF 38069 TNFLATT 1,LINE,OUT
SFLATNB8,38060 TNBRDRF 38065 TNBRDRF 1,LINE,OUT
SFLCMDL5,1021 MIDLET_5 1025 FSCOGEN_ 1,LINE,OUT
SFLCMGS5,1025 FSCOGEN_ 1030 MRGNCRK_ 1,LINE,OUT
SFLISM28,3112 SMRFLDMT 3253 JAXVLSW_ 1,LINE,OUT
SFLISM28,3251 FLINTSUB 13253 BULLARD 1,LINE,OUT
SFLISM28,3112 SMRFLDMT 6703 SFIELD 1,LINE,OUT
SFLISM28,6741 BULLARD 13253 BULLARD 1,LINE,OUT
SFLISM28,3253 JAXVLSW_ 13253 BULLARD 1,LINE,OUT
SFLISM28,3106 ELKTON_8 3251 FLINTSUB 1,LINE,OUT
SFLISM28,3110 STRYKER_ 3112 SMRFLDMT 1,LINE,OUT
SFLKEMS8,2062 AZLE1_8 15015 FLAT_RC 1,LINE,OUT
SFLKEMS8,1860 EAGLEMNT 2062 AZLE1_8 1,LINE,OUT
SFLKEMS8,1592 WTHFRDSS 15015 FLAT_RC 1,LINE,OUT
SFLNES29,1381 SWEETWTR 1382 USGYPSTA 1,LINE,OUT
SFLNES29,1385 FLINTKOT 1386 FLINTST_ 1,LINE,OUT
SFLNES29,1340 ESKOTA_9 1386 FLINTST_ 1,LINE,OUT
SFLNES29,1382 USGYPSTA 1387 USGYPTAP 1,LINE,OUT
SFLNES29,1382 USGYPSTA 1386 FLINTST_ 1,LINE,OUT
SFLRNXP8,1272 FULLERTO 11275 NIXPOD_ 1,LINE,OUT
SFLRSFT8,1159 NOANDREW 1284 SHAFTERL 1,LINE,OUT
SFLRSFT8,1272 FULLERTO 1284 SHAFTERL 1,LINE,OUT
SFLTLNG8,1640 LINGLVLL 1642 FLATCRK_ 1,LINE,OUT
SFLTLNG8,301 LINGLEVIL 1640 LINGLVLL 1,LINE,OUT
SFLTLNG8,1640 LINGLVLL 13700 STNVL2_ 1,LINE,OUT
SFM5SC28,39703 TNFM524 110505 SCLPCO 1,LINE,OUT
SFMCSON9,6505 ELDO2A 6509 SHBT2A 1,LINE,OUT
SFMCSON9,6505 ELDO2A 6506 PAGE2A 1,LINE,OUT
SFMCSON9,6498 LVOK2A 6505 ELDO2A 1,LINE,OUT
SFMCSON9,6510 SONO2A 907172 SONR2A 1,LINE,OUT
SFMCSON9,6509 SHBT2A 6510 SONO2A 1,LINE,OUT
SFMCSON9,6507 MIDV2A 6508 FMCK2A 1,LINE,OUT
SFMCSON9,6503 SHBA2A 6509 SHBT2A 1,LINE,OUT
SFMCSON9,6506 PAGE2A 6507 MIDV2A 1,LINE,OUT
SFMRANA5,1685 FARMVLSW 2373 ANNASW_5 1,LINE,OUT
SFMRRY25,1685 FARMVLSW 2461 ROYSE_N5 1,LINE,OUT
SFMRRYS5,1685 FARMVLSW 2478 ROYSE_S5 1,LINE,OUT
SFORFOR9,5510 FORDTRAN 7240 L_FORDTR 1,LINE,OUT
SFORFOR9,5514 INEZSUB9 5516 ELTOROSW 1,LINE,OUT
SFORFOR9,5510 FORDTRAN 5514 INEZSUB9 1,LINE,OUT
SFORFOR9,5504 NURSERYS 5510 FORDTRAN 1,LINE,OUT
SFORGIL8,7132 L_GILLES 76390 L_FORTM 1,LINE,OUT
SFORJOS8,8126 FORMOSA4 8140 JOSLIN4A 1,LINE,OUT
SFORPAW8,5728 CHOATESU 5730 FORCORNE 1,LINE,OUT
SFORRAY8,5502 RAYBURN8 5730 FORCORNE 1,LINE,OUT
SFORRY25,2437 FRNY1_5 2478 ROYSE_S5 1,LINE,OUT
SFORRYS5,2473 ROYSE1_8 138 2474 ROYSE1_T 345 1,XFMR,OUT
SFORRYS5,2472 ROYSE_B8 2473 ROYSE1_8 1,LINE,OUT
SFORRYS5,2437 FRNY1_5 2474 ROYSE1_T 1,LINE,OUT
SFORRYS5,2471 ROYSE_A8 2473 ROYSE1_8 1,LINE,OUT
SFORRYS5,2461 ROYSE_N5 2474 ROYSE1_T 1,LINE,OUT
SFORYEL8,6364 YELWJCKT 76390 L_FORTM 1,LINE,OUT
SFOSVIC9,8180 FOSTER2A 88179 LONETRE 1,LINE,OUT
SFOSVIC9,8169 VICTORIA 88179 LONETRE 1,LINE,OUT
SFOSVIC9,8182 LEARY_LN 88179 LONETRE 1,LINE,OUT
SFOSVIC9,8177 MAGRUDER 8182 LEARY_LN 1,LINE,OUT
SFOWTIL8,5701 TILDENSU 5705 FOWLERTO 1,LINE,OUT
SFOXMUL5,6076 FOXTAIL7 6235 ABMULCW7 1,LINE,OUT
SFPPFAY8,7278 L_FAYEPL 7286 L_FAYETT 1,LINE,OUT
SFPPFPP5,7055 L_FPPYD2 7056 L_FPPYD1 1,LINE,OUT
SFPPFPP8,7278 L_FAYEPL 7280 L_FARIPU 1,LINE,OUT
SFPPLO25,7056 L_FPPYD1 9041 LOSTPN34 1,LINE,OUT
SFPPLOS5,7056 L_FPPYD1 9041 LOSTPN34 2,LINE,OUT
SFPPLYT5,7055 L_FPPYD2 9074 LYTTON34 1,LINE,OUT
SFR2BRU9,5880 FREERSUB 5888 BRUNISUB 1,LINE,OUT
SFRAPAR8,5165 FRATT 7611 L_PARKWA 1,LINE,OUT
SFRDBNK8,467 WAPLES8 471 LAKEWOOD 1,LINE,OUT
SFRDBNK8,471 LAKEWOOD 475 STOCKTNBN 1,LINE,OUT
SFRDBNK8,380 FRIENDSHI 473 THORPSPRG 1,LINE,OUT
SFRDBNK8,306 BUNKER 380 FRIENDSHI 1,LINE,OUT
SFRDBNK8,473 THORPSPRG 475 STOCKTNBN 1,LINE,OUT
SFRDHAS8,38980 TNFRDSW 39010 TNHASTI 1,LINE,OUT
SFRDSEM8,38980 TNFRDSW 38990 TNSEMIN 1,LINE,OUT
SFREBRU9,5876 COTULLAS 5878 HOLLANDS 1,LINE,OUT
SFREBRU9,5878 HOLLANDS 5880 FREERSUB 1,LINE,OUT
SFRECLE8,7680 L_CLEASP 901013 L_FREI 1,LINE,OUT
SFREFAY8,7258 L_GLIDDE 78259 L_MOCKI 1,LINE,OUT
SFREFAY8,7263 L_FRELSB 78259 L_MOCKI 1,LINE,OUT
SFREFAY8,7263 L_FRELSB 7286 L_FAYETT 1,LINE,OUT
SFREGIL8,7132 L_GILLES 7149 L_FREDER 1,LINE,OUT
SFREGIL9,6392 FRPHILLT 7130 L_GILLES 1,LINE,OUT
SFREGIL9,6392 FRPHILLT 6393 MASN2A 1,LINE,OUT
SFREGIL9,6387 FREDPHIL 6392 FRPHILLT 1,LINE,OUT
SFREGOV9,8505 FREER2A 8891 GOVTWELL 1,LINE,OUT
SFREJEW9,3489 SIMSMAG1 3492 FRESTONE 1,LINE,OUT
SFREJEW9,3489 SIMSMAG1 904433 WTXGFP 1,LINE,OUT
SFREJEW9,3393 JEWETT1_ 3603 BROWN1_9 1,LINE,OUT
SFREJEW9,3393 JEWETT1_ 3492 FRESTONE 1,LINE,OUT
SFREJEW9,195 FREESTONE 3492 FRESTONE 1,LINE,OUT
SFREKEN8,7145 L_HOLLMI 7150 L_KENDAL 1,LINE,OUT
SFREKEN8,7145 L_HOLLMI 7149 L_FREDER 1,LINE,OUT
SFRELOB9,8505 FREER2A 80222 LOBO2A 1,LINE,OUT
SFREMAS9,7395 L_MASOCT 76391 L_FREDO 1,LINE,OUT
SFRERC25,3133 RICHLND2 3199 CALFREST 1,LINE,OUT
SFRERCH5,3134 RICHLND1 3186 CALPFRES 2,LINE,OUT
SSANPIT8,7120 L_PITSBU 7127 L_SANDCR 1,LINE,OUT
SSANPIT9,7116 L_SANDMO 907669 L_PITS 1,LINE,OUT
SSANPIT9,7101 L_CTECBU 7116 L_SANDMO 1,LINE,OUT
SSANSAN8,5704 SNMIGUEL 5902 MIGUEL8 1,LINE,OUT
SSANSAS8,7078 L_SANSAB 77074 L_SASAS 1,LINE,OUT
SSANTM28,3610 BELTON1_ 3611 TEMPLE_S 1,LINE,OUT
SSANTM28,3602 SCOTWHIT 3612 TEMP_SE1 1,LINE,OUT
SSANTM28,3415 TEMP_SS_ 3612 TEMP_SE1 1,LINE,OUT
SSANTM28,3602 SCOTWHIT 3611 TEMPLE_S 1,LINE,OUT
SSARBAY9,5560 BAYCITYS 5564 SARGENTS 1,LINE,OUT
SSARBLU5,6444 REDCREEK 60040 BLF_CRK 1,LINE,OUT
SSARBWN5,6444 REDCREEK 76006 L_BOWWO 1,LINE,OUT
SSARFRA9,5564 SARGENTS 5566 FRNKLNCM 1,LINE,OUT
SSARSTE8,203 SARDIS8 2317 STERRETT 1,LINE,OUT
SSARTWI5,6444 REDCREEK 76009 L_TWINB 1,LINE,OUT
SSARWLV5,2398 WLEVEE1_ 2946 SARGT1_5 1,LINE,OUT
SSARWTR5,2427 WATMLL_W 2946 SARGT1_5 1,LINE,OUT
SSASGOL8,7070 L_GOLDTH 77074 L_SASAS 1,LINE,OUT
SSASRED8,6453 SAST4A 6480 SAPOWER4 1,LINE,OUT
SSASRED8,6448 HIGHLAND 61010 RUSTHIL 1,LINE,OUT
SSASRED8,6453 SAST4A 6454 SASOUTH4 1,LINE,OUT
SSASRED8,6448 HIGHLAND 6453 SAST4A 1,LINE,OUT
SSASSA28,6480 SAPOWER4 6481 SOUTHLAN 1,LINE,OUT
SSASSA28,6470 SACH4A 6481 SOUTHLAN 1,LINE,OUT
SSATH2W8,45515 T_H_W__ 46301 SATSUM_ 24,LINE,OUT
SSAWSAC9,6466 SAWT2A 6468 SACH2A 1,LINE,OUT
SSAWSAC9,6462 SANORTH2 6466 SAWT2A 1,LINE,OUT
SSAWSAC9,6466 SAWT2A 6467 SAWA2A 1,LINE,OUT
SSAZE4N8,45610 ADICKS_ 46312 TANNER_ 76,LINE,OUT
SSAZE4N8,45802 GERTIE_ 45811 FRYRD_7 76,LINE,OUT
SSAZE4N8,46302 SATSUM_ 46312 TANNER_ 76,LINE,OUT
SSAZE4N8,45802 GERTIE_ 46302 SATSUM_ 76,LINE,OUT
SSAZE4N8,44910 ZENITH_ 45811 FRYRD_7 76,LINE,OUT
DTRNCBY8,40871 KENNY__ 41610 TRINTY_ 03,LINE,OUT
DTRNCBY8,40170 BAYTWN_ 40871 KENNY__ 03,LINE,OUT
DTRNCBY8,40010 CEDARP_ 41610 TRINTY_ 03,LINE,OUT
DTRSENT5,3109 STRYKER_ 3123 TRINDAD1 1,LINE,OUT
DTRSENT5,3116 MTENTRPR 3124 TRINDAD2 1,LINE,OUT
DTRSRCH5,3124 TRINDAD2 3134 RICHLND1 1,LINE,OUT
DTRSRCH5,3123 TRINDAD1 3133 RICHLND2 1,LINE,OUT
DTRSTRC5,2427 WATMLL_W 3123 TRINDAD1 1,LINE,OUT
DTRSTRC5,2432 TRICRN1_ 3124 TRINDAD2 1,LINE,OUT
DTRVPIR8,41370 S_CHAN_ 41590 TRAVIS_ 06,LINE,OUT
DTRVPIR8,41370 S_CHAN_ 41371 S_CHAN_ 06,LINE,OUT
DTRVPIR8,40530 ESBELT_ 41210 PAIR___ 88,LINE,OUT
DTRVPIR8,40530 ESBELT_ 41370 S_CHAN_ 88,LINE,OUT
DTULTES5,60501 TESLA7A 79002 CROSS_E 1,LINE,OUT
DTULTES5,60501 TESLA7A 79004 CROSS_E 2,LINE,OUT
DTULTES5,79003 CROSS_W 79503 TULECNY 2,LINE,OUT
DTULTES5,79001 CROSS_W 79503 TULECNY 1,LINE,OUT
DTULWHI5,79503 TULECNY 79505 WHIT_RV 1,LINE,OUT
DTULWHI5,79503 TULECNY 79505 WHIT_RV 2,LINE,OUT
DTUTAUS8,5005 AUSTIN1 5435 TUTTLE 2,LINE,OUT
DTUTAUS8,5005 AUSTIN1 5435 TUTTLE 1,LINE,OUT
DTWGIT_8,46550 TRSWIG_ 46570 WESFLD_ 66,LINE,OUT
DTWGIT_8,45910 INTER__ 46570 WESFLD_ 67,LINE,OUT
DTWIBGL8,6559 JERRY4A 60374 PUMPJAC 1,LINE,OUT
DTWIBGL8,6648 HARGROVE 76011 L_TWINB 1,LINE,OUT
DTWIBGL8,76011 L_TWINB 76320 SCHKADE 1,LINE,OUT
DTWIBGL8,6480 SAPOWER4 76320 SCHKADE 1,LINE,OUT
DTWIBGL8,60374 PUMPJAC 60379 KETCHUM 1,LINE,OUT
DTWIBGL8,6517 RUSSEKST 6535 BIGLAKE4 1,LINE,OUT
DTWIBGL8,6648 HARGROVE 60374 PUMPJAC 1,LINE,OUT
DTWIBGL8,6559 JERRY4A 60352 ROCK_HO 1,LINE,OUT
DTWIBGL8,6517 RUSSEKST 6559 JERRY4A 1,LINE,OUT
DTWIBGL8,6648 HARGROVE 60356 BUSBYCV 1,LINE,OUT
DTWIDIV5,76009 L_TWINB 76090 L_DIVID 1,LINE,OUT
DTWIDIV5,76009 L_TWINB 76090 L_DIVID 2,LINE,OUT
DTYGFOR5,3102 TYLERGND 903377 TRICRN 1,LINE,OUT
DTYGFOR5,2437 FRNY1_5 3105 ELKTON_5 1,LINE,OUT
DVANCOR8,5523 ETPSUB8 5584 VANDERBL 1,LINE,OUT
DVANCOR8,5522 EDNASUB9 5524 CORDELES 1,LINE,OUT
DVANEDN8,5518 ELTOROSW 5522 EDNASUB9 1,LINE,OUT
DVANEDN8,5523 ETPSUB8 5584 VANDERBL 1,LINE,OUT
DVANEDN8,5516 ELTOROSW 5518 ELTOROSW 1,LINE,OUT
DVANEDN8,5518 ELTOROSW 5520 ELTOROSU 1,LINE,OUT
DVANELT8,5523 ETPSUB8 5584 VANDERBL 1,LINE,OUT
DVANELT8,5516 ELTOROSW 5582 VANDERBL 1,LINE,OUT
DVELCAM8,43360 VLASCO_ 43365 CAMDEN_ 26,LINE,OUT
DVENEVR5,1882 EVRMAN_W 1906 VENUS_S5 1,LINE,OUT
DVENEVR5,1886 EVRMAN_E 1907 VENUS_N5 1,LINE,OUT
DVENLIG5,1906 VENUS_S5 1916 LIGGETTA 1,LINE,OUT
DVENLIG5,1921 LIGGETTA 1926 LIGGETT_ 1,LINE,OUT
DVENLIG5,1907 VENUS_N5 1921 LIGGETTA 1,LINE,OUT
DVENLIG5,1921 LIGGETTA 1927 LIGGETT_ 1,LINE,OUT
